Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,PCT_SE_B04001_002,PCT_SE_B04001_003,PCT_SE_B04001_004,PCT_SE_B04001_005,PCT_SE_B04001_006,PCT_SE_B04001_007,PCT_SE_B04001_008,PCT_SE_B04001_009,PCT_SE_B04001_010,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A17005_001,SE_A17005_002,SE_A17005_003,PCT_SE_A17005_002,PCT_SE_A17005_003,SE_A14006_001,SE_A14008_001,SE_A10014_001,SE_A10014_002,SE_A10014_003,PCT_SE_A10014_002,PCT_SE_A10014_003,SE_A14024_001,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A13003C_001,SE_A13003C_002,SE_A13003C_003,PCT_SE_A13003C_002,PCT_SE_A13003C_003,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,PCT_SE_A20001_002,PCT_SE_A20001_003,PCT_SE_A20001_004,PCT_SE_A20001_005
"3622","50000US3622","Congressional District 22 (116th Congress)","Congressional District 22 (116th Congress), New York","ny","500","00","ACSSF","0026883",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"22",,,,,,,,,,,,,,,,,,699564,137.779,5077.43500896529,699564,673314,611866,26971,1579,19060,200,521,13117,26250,96.25,87.46,3.86,0.23,2.72,0.03,0.07,1.88,3.75,475442,49398,160120,148309,67231,38788,6509,5087,10.39,33.68,31.19,14.14,8.16,1.37,1.07,338391,318808,19583,94.21,5.79,53732,69378.6347879282,274624,10859,263765,3.95,96.05,28035,406394,60777,345617,14.96,85.04,120355,9761,110594,8.11,91.89,686893,30821,656072,289836,472841,4.49,95.51,42.2,68.84
"3623","50000US3623","Congressional District 23 (116th Congress)","Congressional District 23 (116th Congress), New York","ny","500","00","ACSSF","0026884",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"23",,,,,,,,,,,,,,,,,,699965,94.95246,7371.74136096383,699965,672517,618322,18874,3680,16665,123,900,13953,27448,96.08,88.34,2.7,0.53,2.38,0.02,0.13,1.99,3.92,472144,48121,161738,139219,64392,42736,6329,9609,10.19,34.26,29.49,13.64,9.05,1.34,2.04,333396,314196,19200,94.24,5.76,51223,66946.3186913774,278583,8761,269822,3.14,96.86,27262,401102,66227,334875,16.51,83.49,119528,9212,110316,7.71,92.29,686450,41250,645200,280760,472285,6.01,93.99,40.9,68.8
"3624","50000US3624","Congressional District 24 (116th Congress)","Congressional District 24 (116th Congress), New York","ny","500","00","ACSSF","0026885",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"24",,,,,,,,,,,,,,,,,,707425,296.1712,2388.56776788155,707425,676444,579133,57270,2659,18652,189,982,17559,30981,95.62,81.86,8.1,0.38,2.64,0.03,0.14,2.48,4.38,483716,48886,137658,148356,84200,48430,9866,6320,10.11,28.46,30.67,17.41,10.01,2.04,1.31,355903,333886,22017,93.81,6.19,57560,76171.5228428197,281861,9780,272081,3.47,96.53,31159,418020,57723,360297,13.81,86.19,112114,9080,103034,8.1,91.9,697313,30844,666469,267317,506487,4.42,95.58,38.34,72.63
"3625","50000US3625","Congressional District 25 (116th Congress)","Congressional District 25 (116th Congress), New York","ny","500","00","ACSSF","0026886",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,,,,,,,,717362,1406.377,510.078063682148,717362,654642,502420,107056,1234,25993,113,1272,16554,62720,91.26,70.04,14.92,0.17,3.62,0.02,0.18,2.31,8.74,491801,48477,117703,140793,102342,61186,11629,9671,9.86,23.93,28.63,20.81,12.44,2.36,1.97,375166,352682,22484,94.01,5.99,56974,76939.634679312,290594,12154,278440,4.18,95.82,32329,431104,61910,369194,14.36,85.64,112920,8746,104174,7.75,92.25,710345,26927,683418,271120,513327,3.79,96.21,38.17,72.26
"3626","50000US3626","Congressional District 26 (116th Congress)","Congressional District 26 (116th Congress), New York","ny","500","00","ACSSF","0026887",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"26",,,,,,,,,,,,,,,,,,711502,3246.478,219.161182213972,711502,665361,489839,125613,2599,29167,249,1297,16597,46141,93.51,68.85,17.65,0.37,4.1,0.03,0.18,2.33,6.49,491432,50104,138089,148404,86452,50891,9957,7535,10.2,28.1,30.2,17.59,10.36,2.03,1.53,357960,338470,19490,94.56,5.44,49151,66570.5162946123,307034,11865,295169,3.86,96.14,29321,432850,75649,357201,17.48,82.52,115386,11492,103894,9.96,90.04,706198,27521,678677,310877,469193,3.9,96.1,44.02,66.44
"3627","50000US3627","Congressional District 27 (116th Congress)","Congressional District 27 (116th Congress), New York","ny","500","00","ACSSF","0026888",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,"27",,,,,,,,,,,,,,,,,,715792,180.1688,3972.89683813207,715792,696520,657103,17174,4840,7251,153,659,9340,19272,97.31,91.8,2.4,0.68,1.01,0.02,0.09,1.3,2.69,511277,36181,160036,161440,86265,52809,8890,5656,7.08,31.3,31.58,16.87,10.33,1.74,1.11,369353,354024,15329,95.85,4.15,65142,83883.3482742383,286685,6214,280471,2.17,97.83,34164,423930,36256,387674,8.55,91.45,125610,8524,117086,6.79,93.21,698466,25238,673228,237590,549344,3.61,96.39,34.02,78.65
"3701","50000US3701","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), North Carolina","nc","500","00","ACSSF","0014148",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,753591,128.3543,5871.17825101892,753591,687189,317698,330794,5207,15408,362,1810,15910,66402,91.19,42.16,43.9,0.69,2.04,0.05,0.24,2.11,8.81,506351,83797,142133,140656,82138,38056,9915,9656,16.55,28.07,27.78,16.22,7.52,1.96,1.91,362055,334252,27803,92.32,7.68,43636,63268.5127895827,295123,4867,290256,1.65,98.35,25668,449054,89458,359596,19.92,80.08,113132,13870,99262,12.26,87.74,736165,89499,646666,282036,454439,12.16,87.84,38.31,61.73
"3702","50000US3702","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), North Carolina","nc","500","00","ACSSF","0014149",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,822252,304.7271,2698.32287717163,822252,742092,545751,154996,3034,14960,352,2348,20651,80160,90.25,66.37,18.85,0.37,1.82,0.04,0.29,2.51,9.75,545469,55389,130048,167350,127552,49017,8477,7636,10.15,23.84,30.68,23.38,8.99,1.55,1.4,409397,387339,22058,94.61,5.39,68205,90632.8191210779,294042,3493,290549,1.19,98.81,33245,493405,47051,446354,9.54,90.46,105375,8243,97132,7.82,92.18,811645,72970,738675,231848,596351,8.99,91.01,28.57,73.47
"3703","50000US3703","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), North Carolina","nc","500","00","ACSSF","0014150",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,754824,104.5867,7217.20757934014,754824,696082,508919,150477,2523,11204,601,947,21411,58742,92.22,67.42,19.94,0.33,1.48,0.08,0.13,2.84,7.78,496645,58235,140096,180996,76296,30307,6076,4639,11.73,28.21,36.44,15.36,6.1,1.22,0.93,331473,304559,26914,91.88,8.12,49868,65318.989018399,290668,6778,283890,2.33,97.67,26618,434412,65273,369139,15.03,84.97,120842,10110,110732,8.37,91.63,698655,77463,621192,261096,473001,11.09,88.91,37.37,67.7
"3704","50000US3704","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), North Carolina","nc","500","00","ACSSF","0014151",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,840168,1147.212,732.35633215289,840168,753211,469668,185045,2971,72109,393,2204,20821,86957,89.65,55.9,22.02,0.35,8.58,0.05,0.26,2.48,10.35,555635,42691,81281,133199,172996,85632,18210,21626,7.68,14.63,23.97,31.13,15.41,3.28,3.89,473684,453599,20085,95.76,4.24,69888,96990.8681305126,324260,4287,319973,1.32,98.68,38498,537360,63539,473821,11.82,88.18,87842,5661,82181,6.44,93.56,832367,79308,753059,187007,640485,9.53,90.47,22.47,76.95
"3705","50000US3705","Congressional District 5 (116th Congress)","Congressional District 5 (116th Congress), North Carolina","nc","500","00","ACSSF","0014152",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,,,,,,,,752439,189.5759,3969.06453002871,752439,680861,546352,108483,2453,11181,576,1527,10289,71578,90.49,72.61,14.42,0.33,1.49,0.08,0.2,1.37,9.51,514731,76232,147778,155581,86090,33968,8591,6491,14.81,28.71,30.23,16.73,6.6,1.67,1.26,357392,335604,21788,93.9,6.1,46116,66256.6228432758,299992,4238,295754,1.41,98.59,27084,441920,76801,365119,17.38,82.62,127886,12452,115434,9.74,90.26,742460,83383,659077,267326,490730,11.23,88.77,36.01,66.1
"3706","50000US3706","Congressional District 6 (116th Congress)","Congressional District 6 (116th Congress), North Carolina","nc","500","00","ACSSF","0014153",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,,,,,,,,762671,195.0185,3910.76189078868,762671,687094,502154,153056,2303,13147,272,2247,13915,75577,90.09,65.84,20.07,0.3,1.72,0.04,0.29,1.82,9.91,525199,77660,152986,166585,83749,30966,7010,6243,14.79,29.13,31.72,15.95,5.9,1.33,1.19,372201,350840,21361,94.26,5.74,49242,68634.2359605895,298499,6024,292475,2.02,97.98,27652,452351,64208,388143,14.19,85.81,125400,12044,113356,9.6,90.4,755227,85211,670016,274722,489002,11.28,88.72,36.38,64.75
"3707","50000US3707","Congressional District 7 (116th Congress)","Congressional District 7 (116th Congress), North Carolina","nc","500","00","ACSSF","0014154",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,,,,,,,,787034,132.3872,5944.93901284485,787034,712936,534411,148908,5708,6630,344,846,16089,74098,90.59,67.9,18.92,0.73,0.84,0.04,0.11,2.04,9.41,547475,74728,155538,178548,92965,33318,7336,5042,13.65,28.41,32.61,16.98,6.09,1.34,0.92,366686,341221,25465,93.06,6.94,47599,66105.1487919859,312248,4812,307436,1.54,98.46,27186,462848,83222,379626,17.98,82.02,143406,14125,129281,9.85,90.15,773611,96645,676966,311270,485343,12.49,87.51,40.24,62.74
"3708","50000US3708","Congressional District 8 (116th Congress)","Congressional District 8 (116th Congress), North Carolina","nc","500","00","ACSSF","0014155",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,,,,,,,,779035,263.7352,2953.8527838739,779035,699719,472716,175896,8389,18083,1047,1518,22070,79316,89.82,60.68,22.58,1.08,2.32,0.13,0.19,2.83,10.18,512270,56993,137160,183579,88712,34742,6427,4657,11.13,26.77,35.84,17.32,6.78,1.25,0.91,355459,330427,25032,92.96,7.04,52011,69061.1000890552,290831,3695,287136,1.27,98.73,27102,461005,62804,398201,13.62,86.38,108074,9235,98839,8.55,91.45,738604,74090,664514,261502,504115,10.03,89.97,35.4,68.25
"3709","50000US3709","Congressional District 9 (116th Congress)","Congressional District 9 (116th Congress), North Carolina","nc","500","00","ACSSF","0014156",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,,,,,,,,779186,201.096,3874.69675998499,779186,716559,469320,146524,60781,21469,212,1289,16964,62627,91.96,60.23,18.8,7.8,2.76,0.03,0.17,2.18,8.04,517552,64612,128533,149689,114884,43901,11052,4881,12.48,24.83,28.92,22.2,8.48,2.14,0.94,366951,344101,22850,93.77,6.23,58791,90153.7772373058,282058,4120,277938,1.46,98.54,33539,459377,62772,396605,13.66,86.34,110611,10545,100066,9.53,90.47,767918,76189,691729,252991,525331,9.92,90.08,32.95,68.41
"3710","50000US3710","Congressional District 10 (116th Congress)","Congressional District 10 (116th Congress), North Carolina","nc","500","00","ACSSF","0014157",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,753325,290.8432,2590.14112497819,753325,705210,583916,90214,2399,12758,118,2336,13469,48115,93.61,77.51,11.98,0.32,1.69,0.02,0.31,1.79,6.39,529678,73911,157687,170196,84177,32082,7134,4491,13.95,29.77,32.13,15.89,6.06,1.35,0.85,367609,343281,24328,93.38,6.62,47761,65270.6438673129,296909,6887,290022,2.32,97.68,26655,450947,65034,385913,14.42,85.58,129605,12804,116801,9.88,90.12,745136,80260,664876,277338,485997,10.77,89.23,37.22,65.22
"3711","50000US3711","Congressional District 11 (116th Congress)","Congressional District 11 (116th Congress), North Carolina","nc","500","00","ACSSF","0014158",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,,,,,,,,752316,113.9026,6604.9041400964,752316,705660,648760,23462,10990,8516,662,1175,12095,46656,93.8,86.24,3.12,1.46,1.13,0.09,0.16,1.61,6.2,547099,75577,157321,176013,86797,37107,8232,6052,13.81,28.76,32.17,15.86,6.78,1.5,1.11,347214,328914,18300,94.73,5.27,46044,62799.0267027051,309669,5558,304111,1.79,98.21,26634,432679,65947,366732,15.24,84.76,161426,14146,147280,8.76,91.24,743453,90775,652678,308363,467476,12.21,87.79,41.48,62.88
"3712","50000US3712","Congressional District 12 (116th Congress)","Congressional District 12 (116th Congress), North Carolina","nc","500","00","ACSSF","0014159",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,847254,2017.393,419.974739651303,847254,722060,336981,310003,1954,48167,506,2723,21726,125194,85.22,39.77,36.59,0.23,5.69,0.06,0.32,2.56,14.78,559285,64477,106473,163775,150091,58061,10771,5637,11.53,19.04,29.28,26.84,10.38,1.93,1.01,479780,449510,30270,93.69,6.31,58604,82339.0328392155,323607,4460,319147,1.38,98.62,32869,553873,70681,483192,12.76,87.24,77132,7403,69729,9.6,90.4,842769,113202,729567,225204,562911,13.43,86.57,26.72,66.79
"3713","50000US3713","Congressional District 13 (116th Congress)","Congressional District 13 (116th Congress), North Carolina","nc","500","00","ACSSF","0014160",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,,,,,,,,771529,421.1408,1831.99786253836,771529,711001,496393,168396,2648,26427,232,1645,15260,60528,92.15,64.34,21.83,0.34,3.43,0.03,0.21,1.98,7.85,524385,65564,143219,166282,99399,36423,7626,5872,12.5,27.31,31.71,18.96,6.95,1.45,1.12,388531,362175,26356,93.22,6.78,50489,70705.9406500361,300691,5267,295424,1.75,98.25,28447,462778,67828,394950,14.66,85.34,119676,10680,108996,8.92,91.08,764021,81724,682297,262710,511325,10.7,89.3,34.39,66.93
"3800","50000US3800","Congressional District (at Large) (116th Congress)","Congressional District (at Large) (116th Congress), North Dakota","nd","500","00","ACSSF","0005401",,,,,"38",,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,,,,,,,,752201,10.90156,68999.3659152089,752201,725672,639477,20113,38308,10664,366,972,15772,26529,96.47,85.01,2.67,5.09,1.42,0.05,0.13,2.1,3.53,490233,36794,131264,177779,105552,26902,6962,4980,7.51,26.78,36.26,21.53,5.49,1.42,1.02,412530,400841,11689,97.17,2.83,63473,84043.2110840481,314903,6415,308488,2.04,97.96,35373,452937,48920,404017,10.8,89.2,103872,9488,94384,9.13,90.87,736241,54485,681756,188273,590899,7.4,92.6,25.57,80.26
"3901","50000US3901","Congressional District 1 (116th Congress)","Congressional District 1 (116th Congress), Ohio","oh","500","00","ACSSF","0020069",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"01",,,,,,,,,,,,,,,,,,737765,1074.021,686.918444409781,737765,714759,508227,159732,575,25999,180,1823,18223,23006,96.88,68.89,21.65,0.08,3.52,0.02,0.25,2.47,3.12,487364,45580,139224,133798,105212,47236,9457,6857,9.35,28.57,27.45,21.59,9.69,1.94,1.41,378406,354929,23477,93.8,6.2,58727,81857.267137669,292426,10839,281587,3.71,96.29,33004,440031,62360,377671,14.17,85.83,100156,8067,92089,8.05,91.95,725394,43439,681955,243852,512860,5.99,94.01,33.62,70.7
"3902","50000US3902","Congressional District 2 (116th Congress)","Congressional District 2 (116th Congress), Ohio","oh","500","00","ACSSF","0020070",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"02",,,,,,,,,,,,,,,,,,728702,226.189,3221.65137444652,728702,713291,621333,62474,1113,10674,413,1456,15828,15411,97.89,85.27,8.57,0.15,1.46,0.06,0.2,2.17,2.11,505076,51709,157684,136442,96589,45061,10740,6851,10.24,31.22,27.01,19.12,8.92,2.13,1.36,368077,349478,18599,94.95,5.05,57316,80215.671374389,295826,7317,288509,2.47,97.53,33137,443015,57942,385073,13.08,86.92,111281,9724,101557,8.74,91.26,721218,43965,677253,260690,501044,6.1,93.9,36.15,69.47
"3903","50000US3903","Congressional District 3 (116th Congress)","Congressional District 3 (116th Congress), Ohio","oh","500","00","ACSSF","0020071",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"03",,,,,,,,,,,,,,,,,,785158,3442.419,228.083243628928,785158,732321,403670,259270,1167,33419,391,1991,32413,52837,93.27,51.41,33.02,0.15,4.26,0.05,0.25,4.13,6.73,501872,61451,149270,149045,93944,35734,7448,4980,12.24,29.74,29.7,18.72,7.12,1.48,0.99,417799,390079,27720,93.37,6.63,47009,61655.6303507432,304981,9563,295418,3.14,96.86,24981,494416,96951,397465,19.61,80.39,77208,9192,68016,11.91,88.09,779822,81171,698651,295913,462793,10.41,89.59,37.95,59.35
"3904","50000US3904","Congressional District 4 (116th Congress)","Congressional District 4 (116th Congress), Ohio","oh","500","00","ACSSF","0020072",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"04",,,,,,,,,,,,,,,,,,711251,152.4538,4665.35573137791,711251,685334,623519,36275,1551,6469,144,858,16518,25917,96.36,87.67,5.1,0.22,0.91,0.02,0.12,2.32,3.64,486401,47712,200602,151234,55197,25016,4241,2399,9.81,41.24,31.09,11.35,5.14,0.87,0.49,351899,333508,18391,94.77,5.23,53746,67587.3194417071,279065,8210,270855,2.94,97.06,27054,410438,50624,359814,12.33,87.67,114760,8468,106292,7.38,92.62,690592,39270,651322,252756,500643,5.69,94.31,36.6,72.49
"3905","50000US3905","Congressional District 5 (116th Congress)","Congressional District 5 (116th Congress), Ohio","oh","500","00","ACSSF","0020073",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"05",,,,,,,,,,,,,,,,,,722734,128.4593,5626.17147569796,722734,685908,641783,19978,1031,9620,300,1070,12126,36826,94.9,88.8,2.76,0.14,1.33,0.04,0.15,1.68,5.1,488109,35664,173583,149312,78891,37420,7857,5382,7.31,35.56,30.59,16.16,7.67,1.61,1.1,379568,363164,16404,95.68,4.32,58998,76472.1058783087,290900,4875,286025,1.68,98.32,31190,427334,46982,380352,10.99,89.01,116735,7563,109172,6.48,93.52,714845,33558,681287,231347,556345,4.69,95.31,32.36,77.83
"3906","50000US3906","Congressional District 6 (116th Congress)","Congressional District 6 (116th Congress), Ohio","oh","500","00","ACSSF","0020074",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"06",,,,,,,,,,,,,,,,,,700099,97.03933,7214.59023902813,700099,691850,660323,15577,1105,3066,75,512,11192,8249,98.82,94.32,2.22,0.16,0.44,0.01,0.07,1.6,1.18,497634,59226,216899,141112,50560,23441,3903,2493,11.9,43.59,28.36,10.16,4.71,0.78,0.5,317260,297884,19376,93.89,6.11,47533,63030.0018335233,278153,7049,271104,2.53,97.47,25834,402853,63431,339422,15.75,84.25,130042,11596,118446,8.92,91.08,683044,47486,635558,293757,444067,6.95,93.05,43.01,65.01
"3907","50000US3907","Congressional District 7 (116th Congress)","Congressional District 7 (116th Congress), Ohio","oh","500","00","ACSSF","0020075",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"07",,,,,,,,,,,,,,,,,,726547,187.9873,3864.87303570518,726547,710032,659409,28890,920,4815,38,867,15093,16515,97.73,90.76,3.98,0.13,0.66,0.01,0.12,2.08,2.27,494179,58727,196164,139083,64986,27989,3998,3232,11.88,39.69,28.14,13.15,5.66,0.81,0.65,363303,344761,18542,94.9,5.1,55108,69974.0891940812,281207,10835,270372,3.85,96.15,27636,420916,48614,372302,11.55,88.45,123691,9136,114555,7.39,92.61,718518,64170,654348,257102,498850,8.93,91.07,35.78,69.43
"3908","50000US3908","Congressional District 8 (116th Congress)","Congressional District 8 (116th Congress), Ohio","oh","500","00","ACSSF","0020076",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"08",,,,,,,,,,,,,,,,,,728116,297.2537,2449.4764794277,728116,702838,625170,43105,1013,14326,436,631,18157,25278,96.53,85.86,5.92,0.14,1.97,0.06,0.09,2.49,3.47,481122,49137,174384,140234,74361,33687,4895,4424,10.21,36.25,29.15,15.46,7,1.02,0.92,367653,348299,19354,94.74,5.26,58060,74746.009752016,277276,9305,267971,3.36,96.64,29158,428419,52829,375590,12.33,87.67,112118,7206,104912,6.43,93.57,720808,42434,678374,250802,520492,5.89,94.11,34.79,72.21
"3909","50000US3909","Congressional District 9 (116th Congress)","Congressional District 9 (116th Congress), Ohio","oh","500","00","ACSSF","0020077",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"09",,,,,,,,,,,,,,,,,,709760,1529.176,464.145273259953,709760,628716,481437,110851,1452,10609,173,1170,23024,81044,88.58,67.83,15.62,0.2,1.49,0.02,0.16,3.24,11.42,483082,63409,158112,154492,68319,27804,7389,3557,13.13,32.73,31.98,14.14,5.76,1.53,0.74,358952,329066,29886,91.67,8.33,43718,60459.9735976251,298458,11090,287368,3.72,96.28,26124,433871,83116,350755,19.16,80.84,106342,11463,94879,10.78,89.22,702957,49047,653910,310855,429035,6.98,93.02,44.22,61.03
"3910","50000US3910","Congressional District 10 (116th Congress)","Congressional District 10 (116th Congress), Ohio","oh","500","00","ACSSF","0020078",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,721945,639.0941,1129.6379504461,721945,701619,539511,120536,1289,16374,183,1651,22075,20326,97.18,74.73,16.7,0.18,2.27,0.03,0.23,3.06,2.82,491453,45671,136943,163112,83924,46594,8279,6930,9.29,27.86,33.19,17.08,9.48,1.68,1.41,356087,332140,23947,93.27,6.73,52467,71074.0361743639,299328,8857,290471,2.96,97.04,30014,420667,65323,355344,15.53,84.47,118359,9665,108694,8.17,91.83,709346,46002,663344,278635,478868,6.49,93.51,39.28,67.51
"3911","50000US3911","Congressional District 11 (116th Congress)","Congressional District 11 (116th Congress), Ohio","oh","500","00","ACSSF","0020079",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,,,,,,,,,,,693817,2837.12,244.549729187934,693817,664006,256733,367403,1124,17564,100,2459,18623,29811,95.7,37,52.95,0.16,2.53,0.01,0.35,2.68,4.3,469433,62953,136773,143131,69928,36104,13212,7332,13.41,29.14,30.49,14.9,7.69,2.81,1.56,335181,297636,37545,88.8,11.2,36851,60862.2679562876,300967,15352,285615,5.1,94.9,27269,415305,102712,312593,24.73,75.27,107276,15201,92075,14.17,85.83,682669,46683,635986,334929,377004,6.84,93.16,49.06,55.23
"3912","50000US3912","Congressional District 12 (116th Congress)","Congressional District 12 (116th Congress), Ohio","oh","500","00","ACSSF","0020080",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,770907,339.3215,2271.90713779369,770907,751705,658935,35011,964,33244,107,1517,21927,19202,97.51,85.48,4.54,0.13,4.31,0.01,0.2,2.84,2.49,523387,35304,136246,136245,136009,57903,12788,8892,6.75,26.03,26.03,25.99,11.06,2.44,1.7,405269,388860,16409,95.95,4.05,73376,98965.1225484304,291191,6125,285066,2.1,97.9,38315,461584,43490,418094,9.42,90.58,110605,6851,103754,6.19,93.81,760129,39339,720790,213838,594485,5.18,94.82,28.13,78.21
"3913","50000US3913","Congressional District 13 (116th Congress)","Congressional District 13 (116th Congress), Ohio","oh","500","00","ACSSF","0020081",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,,,,,,,,,,,710422,794.7109,893.937658398417,710422,687183,572836,80139,1412,13214,40,673,18869,23239,96.73,80.63,11.28,0.2,1.86,0.01,0.09,2.66,3.27,492078,49278,190137,140561,72910,28908,5824,4460,10.01,38.64,28.56,14.82,5.87,1.18,0.91,357216,332478,24738,93.07,6.93,45087,60037.5704118741,300553,12990,287563,4.32,95.68,26025,426753,73564,353189,17.24,82.76,122564,10127,112437,8.26,91.74,700654,46039,654615,299860,447193,6.57,93.43,42.8,63.83
"3914","50000US3914","Congressional District 14 (116th Congress)","Congressional District 14 (116th Congress), Ohio","oh","500","00","ACSSF","0020082",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,,,,,,,,,,,717865,367.1369,1955.30602303949,717865,697219,637109,32002,900,15114,113,583,11398,20646,97.12,88.75,4.46,0.13,2.11,0.02,0.08,1.59,2.88,507981,39825,150947,139935,109035,49625,11571,7043,7.84,29.72,27.55,21.46,9.77,2.28,1.39,372634,356761,15873,95.74,4.26,67937,92080.4846383833,287307,5017,282290,1.75,98.25,37370,419675,33292,386383,7.93,92.07,133339,8021,125318,6.02,93.98,709382,40209,669173,221902,546928,5.67,94.33,31.28,77.1
"3915","50000US3915","Congressional District 15 (116th Congress)","Congressional District 15 (116th Congress), Ohio","oh","500","00","ACSSF","0020083",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,754510,159.22,4738.78754650601,754510,738215,670302,31118,919,17727,165,959,17025,16295,97.84,88.84,4.12,0.12,2.35,0.02,0.13,2.26,2.16,517415,47165,167188,139177,101233,44362,10519,7771,9.12,32.31,26.9,19.57,8.57,2.03,1.5,380336,362633,17703,95.35,4.65,63542,81834.3522916979,286927,6418,280509,2.24,97.76,31935,452876,53910,398966,11.9,88.1,106881,8015,98866,7.5,92.5,733788,40375,693413,241668,539016,5.5,94.5,32.93,73.46
